listing_id,id,date,reviewer_id,reviewer_name,comments
2515,8463,29/8/09,6407,David,"It was a great week at ""chez chic"". Stephanie and her family were really friendly and she gave us some advices to visit the town. The room was comfortable and the flat was really well situated (5 minutes from subway). We would recommend this place to anyone!"
2515,11177,24/9/09,21062,Linda,"My friend and I stayed at the Chez Chic for ten days. Stephanie was a great host and has such a cute family! She was very easygoing and gave us nice advices going out in harlem so that we loved this place! Her apartment was nice, so that we really enjoyed our sojourn time and would come back any time. tahnks!"
2515,11651,27/9/09,39004,David,"Wonderful hostess, kind, willing to help and offer advice.  We stayed at Chez Chic and enjoyed the premises and felt safe.  Great value as well. I would highly recommend her to anyone.  The site is close to the subway and you can move about the city very easily.
Dave and Denise"
2515,14145,18/10/09,45184,Lizzie,Stephanie was the perfect host... welcoming and generous with her time.  She clued me in to some terrific local cafes and restaurants offering delicious food at reasonable prices and venues for jazz as well.  She even helped my son find the best and safest route to an event he had planned on attending with his college friends.  Overall very professional and accommodating.    
2515,14349,20/10/09,35090,Aris,"I was pleasantly surprised to see a clean room, elegantly decorated in a quiet flat within walking distance from Central Park. Stephanie is very helpful and her house deserves the title Chez Chic. "
2515,16302,5/11/09,44089,Robert,"What a great location and welcome from Stephanie and her family! We arrived late on Friday night and Stephanie was there to welcome us. She provided excellent local information and also directions to downtown, which proved vital on the day of the marathon. The room was excellent and the bed was very comfortable, was also great to come home to a warm house very night! Living with Stephanie and her family added to our New York experience and we would recommend it to anyone.

Thanks Stpehanie!"
2515,25151,31/1/10,68057,Niloufar,"Wow..It was one of my best trip ever. My husband and I had an amazing time in Stephanie's Place. We stayed 3 days at her place. It was a super clean apartment and we had whatever we need in the apartment, like TV,Telephone,Internet,the clean towels and well equipped kitchen. I would definitely recommend the place and the Stephanie as a host. She is so nice and very helpful. Stephanie gave us a map of NYC and great tips on where to go. 
Thanks a lot dear Stephanie! You made our trip!"
2515,25500,5/2/10,1470208,Katie,Stephanie was such a wonderful host! We were familiar with the NYC area but she went out of her way to make sure we knew how to get around her area in particular and had tons of suggestions for things to do and places to go. Everyone there was wonderful and she made us feel right at home. We had a great time and would consider her again when visiting New York City. 
2515,28524,7/3/10,76069,Angelica,"It is an excellent place to stay! Clean, quiet, warm, everything is close, the park, the subway..
We had a great time there!"
2515,28930,10/3/10,80901,Ariel & Sam,What a wonderful apartment and room! We stayed for two nights at the Chez Chic and it was lovely! Stephanie and her family were away on a trip so we had the whole apartment to ourselves -- which was incredible! Her wonderful friend Sophie helped us get all set up and keys and gave us a warm welcome. We will totally stay here again next time we are in the Big Apple and hopefully we'll get to meet Stephanie and her lovely family.
2515,40150,5/5/10,24048,Jessica,"My boyfriend and I stayed at the Chez Chic and it was absolutely fantastic! Stephanie is a very welcoming, open, and accommodating host. The neighborhood is lovely and picturesque. Stephanie has a sophisticated taste for interior design and art. (She also has the cutest kids!) 
The serene Central Park is down the street and the efficient subway is a block away. Our first-time stay in New York would not have been complete without this ""local"" experience.  We definitely recommend her to everyone and hope to cross paths again in the future.  :D  5 stars! Thank you, Stephanie!"
2515,46980,28/5/10,71663,Alexandra,
2515,51242,9/6/10,116704,Alice,"Stephanie and her family are warm and welcoming, offering assistance and advice without being at all intrusive. The place is clean, in a dynamic neighborhood and close to central park and transport. People who have difficulties with stairs might wish to avoid this place as there are five floors to be negotiated to reach the front door."
2515,59526,1/7/10,70724,Betty,"It was the 1st time my boyfriend and I were going to NYC!Our stay at stephanie's was just amazing!!!!We arrived late in the evening but stephanie was there to welcome us and give us lots of useful tips about New York!Her family is so friendly and her little son is so funny! The neighborhood is really pleasant!Her neighbors called her as we didn't have any service on our phone ! The apartment is very close to Central Park North and Harlem Meer (just a few steps to get there!)and also close to subway and bus station!
She always asked us if we needed anything!
You can go there with complete confidence you won't be disappointed! Trust me!

Some advice if you arrive at JFK and you don't want to spend too much money in transportation:Take the airtrain to Jamaica Station and then take the A line(subway)to Manhattan.Change at 42th Street Times Square to C line uptown and stop at 110th Street Cathedral Pkwy. Then you'll just have to walk 5 or 10 minutes and you'll be there!

"
2515,64294,13/7/10,140772,Steve,"Stephanie was a great host and the apartment suited our needs perfectly.
Thanks very much for being so kind and considerate on our first visit to the big apple!
Steve and Amanda "
2515,66624,19/7/10,138191,Tammy,"My husband and i stayed with Stepanie and her family at the Chez Chic Private Room for 4 nights.  The accomodations were wonderful.  Stephanie was a fabulous hostess.  We had so much privacy that it felt like we were in our own apartment most of the time.  Stephanie was great with giving us directions and recommendations of places to eat and visit.  Everything was absolutely wonderful.  The room is very quiet and clean and comfortable.  Everything is exactly as Stephanie advertises.  My husband and I left the city with a new found appreciation for Harlem thanks to Stephanie and her family.  We absolutely cannot wait to stay with Stephanie again.  We would recommend her to anyone coming to NYC!!!!!! We already have multiple times.  Thank you Stephanie, for everything!!!! :)"
2515,74208,5/8/10,182441,Jennifer,We had a wonderful experience with Stephanie!  Thank you!  We had our 11 mth old baby with us and she enjoyed it a lot as well.
2515,77637,13/8/10,183527,Yutaro,The host cancelled my reservation
2515,81511,20/8/10,96782,Yann,"We had a very nice time in Stephanie 's appartement.
Stephanie lives in a nice and cosy appartment. 
we felt at home, 
We would recommand her place well located.

See you another time Stephanie.

Agathe and Yann.

rate *****
"
2515,95059,12/9/10,68468,Olivier And Ingrid,Nous avons passé un agréable séjour chez Stéphanie et sa famille. Encore merci pour tous ces conseils et astuces! 
2515,100036,19/9/10,69604,Cyril,Stephanie is a very welcoming host. All the family was very nice. It was a wonderful experience in NYC!
2515,109011,1/10/10,119293,Sabrina,"We spent a very pleasant stay at Stephanie's apartment. Everything was just perfect: the room, the bathroom and her welcoming family! The location of the apartment is also a strength (5-min walk from the subway - main lines and from Central Park). My sister and myself recommend you this place for your future stay in NY, you won't regret it ! =) Thanks again to Stephanie !!!  "
2515,137500,12/11/10,185050,Gerry,"We stayed at the 111th Street apartment with Stephanie and her family. As an alternative to staying in an ""Overpriced"" New York tourist hotel, I'd recommend it to anyone. I'd stayed in NY a few times before and while this was the furthest Uptown I'd stayed, the access to transport is so easy (Ensure you buy an unlimited travel card) so no matter where we wanted to go it didn't take too long. If it's your first time in NY, Stephanie is able to advise on places to go and see."
2515,142514,22/11/10,232860,Flavia,Stephanie and her family are friendly. They respected my privacy and the room was as I expected. The location of the apartment is very good for public transportation and the apartment is clean. I had a calm and pleasant stay there.
2515,158502,26/12/10,202714,Katharina,We had a great time at Stephanies apartment - everything was perfect. The apartment is very well located. The subway is just around the corner and you can get fast to the Times Square. Stephanie and her family are very friendly and helpful. We recommend you this place for a stay in NY.
2515,164671,3/1/11,329733,Corinne,"It was the firts time we used airbnb and we are very happy of this experience.  Stephanie really made us feel welcome from the first second.The house is clean, warm, very quiet and the bed is extremely comfortable. Stephanie is a very helpful and informative host. As this was our first trip to NYC we were not sure which neighborhoods would be safe to stay in. Stephanie's home is in a quiet building and my boyfriend and I both felt very safe. We highly recommend staying in Stephanie's home. 
What can we say? All in our stay was great and we would definitely recommend Stephanie's places to our friends and to anyone. Much better than a hotel, and probably cheaper!   It's New York a great city and Stephanie is a perfect host. 
Thanks Stephanie. We will come back soon."
2515,173011,21/1/11,41756,Katrin,"Best host I ever had - Stefanie and her family are very kind, helpful and accommodating - you will feel at home here immediately. The place is very nice, clean and you can't beat the access to both the B and C as well as the 2 and 3 subway lines, both each 1.5 blocks away! Will definitely come back!"
2515,175677,28/1/11,352151,Bailey,"I had an extremely comfortable stay in ""chez chic guest room #1.""  Stephanie and her family are very nice and hospitable folks.  It was nice to feel at ""home"" while in NYC. "
2515,186455,22/2/11,353829,Beatriz,"It was very nice staying at Stephanie's place with her and her family. The room is confortable and the shared spaces as the kitchen and the bathroom were clean. 
The communication was excellent, very close to Central Park, the subway and buses. A perfect location to visit the museums: Guggenheim and MET are very close with the M4, M2 and M3 buses that take you through the 5th avenue, it’s a beautiful ride.
Thanks!
"
2515,203685,20/3/11,382310,Aleksander,"We had a wonderful time staying at Stephanie's and her family. To room was clean and provided anything we needed for our stay. We had our own shared bathroom and could also use the kitchen supplies. 
Stephanie and her family were very open to our questions and offered suggestions on things to see in New York.  
The area was perfectly located near two subway stations and close to the Harlem nightlife as well as Central Park. We can only recommend Stephanie's for any New York visitor."
2515,219657,7/4/11,375654,Joris,"Nous sommes restés 5 nuits chez stephanie et sa petite famille. l'expérience était trés enrichissante et le logement était pratique, proche de toute commodité (2 stations de métro à proximité). Le quartier est trés sécurisant dans la partie rénové de harlem à deux pas de central park. Il y a de super resto dans le quartier. 
Le rapport qualité/prix est très correct et  Stéphanie à des bons tuyaux pour vous. "
2515,226896,15/4/11,385885,Jacopo,"Great accomodation in great location. The flat is clean and comfortable, Harlem is pictoresque and full of life, Central Park is next door. 
Stephanie and her little family are warm and welcoming. 
Jac e Raffi"
2515,235192,22/4/11,456184,Nicola,"Very conveniently located just North of Central Park,out of the "" hussle and bussle "" and affordable, close to the subways,good for joggers and walkers in the park.Great hospitality, clean and neat. Coming from South Africa where there is little or no public transport, we found it so easy and accessible and we felt totally safe.Stephanie and her family made us feel so welcome and at home and we recommend this accommodation to those who are looking for a short or long stay. We stayed for 3 nights and if ever we should come back, we do know where we will stay !"
2515,244065,29/4/11,351855,Leonella,"We had a great stay with Stephanie and her family : very welcome, good times shared together....The location is very well situated in a quiet neighborhood, close to public transport and Central park
A strongly advise !!


Bises à Spiderman :D

Leonella et Karine"
2515,257913,10/5/11,368783,Ludovic,"Parfait ! Pour nos amis Français, et pour tous ceux qui comprendront ce message,  qui hésitent encore  de voyager vers cette ville mystérieuse de New-York, n’hésitez plus en tant que hôte de Stéphanie. Sa gentillesse, sa disponibilité, son attachante petite famille, tout cela en préservant votre intimité vous raviront. Stéphanie n’est point avare de bons conseils et la situation de son hébergement facilite grandement la découverte de la « ville qui ne dort jamais » : un bloc de Central Park et  5 minutes du métro qui vous enverra  vers Manhattan et au cœur de Harlem (quartier très sûr).
Encore une fois, avec Stéphanie, votre séjour n’en sera que plus agréable et nous la remercierons jamais assez.
Karine et Ludo.
"
2515,262830,14/5/11,480718,Christina,"Nice family, nice and clean apartment, good location. It takes only twenty minutes to Times Square. Stephanie is very friendly and very helpful. She knows a lot about the city and gives good insider tips. They provided us with maps of the area, the Metro and more. Also, towels, an adapter and an umbrella were present. We felt very welcome and can recommend a stay with Stephanie a lot."
2515,281146,25/5/11,579207,Lucia,I WILL BE BACK IN THIS ROOM
2515,308977,11/6/11,128681,Stefanie,"Beautiful room with all the amenities (cable tv, nice bathroom, kitchen access and a/c) with the added benefit of little Mr Princeton for entertainment- don't miss out on his Michael Jackson impersonation/dancing. Priceless :D  "
2515,318524,16/6/11,658046,Sara,The host canceled my reservation 19 days before arrival.
2515,336821,27/6/11,487523,Tiago,"Stephanie is a wonderful woman and I loved her family and their hospitality, I'll definitely will keep in touch for future visits to New York City. "
2515,349672,3/7/11,551563,Laurie,"Stéphanie et sa famille sont des gens adorables, très accueillants et toujours disponibles. L'appartement est exactement comme dans la description, joliment décoré et bien situé, à deux pas du métro. Stéphanie nous a donné plein de bons conseils durant notre séjour, et c'est sans hésiter que nous choisirons à nouveau de loger chez eux lors de notre prochain voyage à NY ! Merci pour tout..."
2515,392546,24/7/11,617787,Clémentine & Thomas,"Très bien accueillis par une amie de la famille. L'appartement est très propre et bien situé. Nous avons pu être parfaitement indépendant et bien profiter de NY.
(Heureusement la chambre était climatisée parce qu'il a fait une chaleur difficilement supportable.)
C'est un très bon séjour.
Très envie de revenir vite!!"
2515,519749,11/9/11,379695,Eric,"The room was nice and clean and conformed exactly to the description on airbnb. It was calm and the closet offered a lot of space to put away all my belongings. The kitchen and the living room can be used generously. And to have a bathroom of your own, sometimes shared with guests from the other room, is very agreeable. To be so near to Central Park and the Subway is wonderful either. And Harlem has its own special charm: It is a very varied sort of village within the Big Apple.
For the lovely opportunity to enjoy this fascinating city, I'm very grateful."
2515,564350,25/9/11,363433,Tom,"We stayed at the Chez Chic budget room for a week. Stephanie was a great host, she respected our privacy and she provided us with information about the neighbourhood. The room is quite spacious en very clean. The bathroom is shared with other guests, but although the other room was constantly occupied, we practically never had to wait for the bathroom to be free. The wireless internet worked just fine, just as the television with digital channels. 
There are two subway stations at approximately 4-5 min walking distance. Lines 2,3, B and C depart form these stations. We felt safe in the neighourhood. Overall, we would definately recommend to stay at this apartment!"
2515,637557,17/10/11,1138528,Nils,"I went by Stephanie's place with my mother and she set up everything for us when we arrived, better than a hotel! we didn't spend much more time with her as we were visiting a lot. She make us feel being independant which is nice. We could use the kitchen in the morning. It was simple, clear efficient, close to the metro. The place is quiet, there are not so many bars around, but we went to the bier restaurant nearby which is good and serve quite late, passed 10:30pm! "
2515,652298,22/10/11,1174538,Ester,"Perfect room for staying for short stays in NY and good acces to the subway to get around the city.
"
2515,715986,14/11/11,1183151,Paul,Delightful host and family.  Very accommodating despite being only 3 weeks post partum!!  Very well located.
2515,760569,3/12/11,1358563,Katherine,"Stephanie made us feel right at home! The week we were there, another couple was renting the room across the hall, but we rarely saw them. My fiance and I spent a week here for multiple different interviews in the city, and we had no problem getting anywhere from this location. There was easy access to multiple subway lines. "
2515,771287,8/12/11,916462,Gloria,"Felt very welcome, comfortable and safe since our arrival.  The place was very clean, the bathroom was clean and spacious.  The room has a useful big closet and it was very quiet.  We could use the kitchen any time in the day to make tea and coffee. Being a block from central park was a real treat.  The neighborhood was interesting although there were some streets that looked rough but we didn't have any problems at all.  There are plenty of good restaurants and bars in Harlem if you want to explore the area.  I would definitely come back to stay here and I will recommend it to my friends.  "
2515,994854,13/3/12,1029701,Mark,great location. great host. 
2515,1013855,18/3/12,1789177,Nicole,"Spent two nights and it was perfect!  Close to several subways/bus stops and a nice, quiet neighborhood.  The room was huge and bathroom very clean (even while sharing with guests in another room).  Stephanie and her family were very kind and welcoming.  I can't not say enough wonderful things about my experience!  The only thing is beware that the building has no elevator and is a bit of a climb to the apartment.  It isn't too bad since you're not in NYC to stay in your room :-)"
2515,1195487,29/4/12,1285603,Caroline,"The appartment was great, in a really nice location and we had a great time there. The room was big, clean, and well decorated, we really enjoyed staying there! "
2515,1245437,8/5/12,1390609,Quentin,"L'appartement est bien située, propre et disposant de tout le nécessaire pour pouvoir passer un agréable séjour  : idéal pour un couple. Ses gérantes ont su nous accueillir chaleureusement et n'ont pas hésité à nous aider à plusieurs reprises lorsque nous faisions appel à elles (petit plus non négligeable en cas de gros problème : elles parlent français) Nous recommandons vivement ! "
2515,1297780,18/5/12,1767311,Laura,"Staying at Chez Chic #1 was just what I had wanted.  The accomodation were clean and quiet - the value was fantastic!  Stephanie was very patient - my plans changed multiple times; and she and Sophie were both very quick to respond to the couple of problems that arose during my stay.  Getting there by the M60 and M2 buses was fast and easy.  The location is great.  Although I didn't have a chance to go into Central Park, it was wonderful to have that greenery so close by.  There's a corner grocery store right across the street.  "
2515,1340850,24/5/12,2148108,Lauralee,"Stephanie and Sophie's place was great! Our schedules didn't end up lining up so we didn't get to meet them in person but they were very prompt and helpful when answering questions before our arrival. The room and apartment were very clean, comfortable and quiet! Being right next to Central Park was fantastic too. I'd recommend staying here!"
2515,1437748,8/6/12,2178425,Said,"This is a great place to stay when you are visiting New York. The rooms are tidy and tastefully decorated. Our room had a TV and plenty of space to store our luggage. We also had access to a fully equipped kitchen which is great if you want to cook, although you probably won’t because you will find great restaurants and markets in Harlem and in the Upper West side nearby. The subway and Central Park are both one block away and the neighborhood is safe to navigate even at night. Columbia University and the Riverside Park are just blocks away and definitely worth a visit. "
2515,1495779,17/6/12,1675171,Nico & Claire,"Superbe appartement. En revanche, attention, la description ne correspond pas tout à fait. En effet, il s'agit d'un appartement dont toutes les chambres sont louées et non pas d'une chambre d'hôte chez l'habitant. L’ambiance est donc dépendante des autres colocataires. Sur ce point, nous n'avons eu aucun problèmes. 
L'appartement est idéalement placé, à 5min à pied des métros, de Central Park et de nombreux commerces. Le quartier est aussi très bien, contrairement aux idées reçues, l'atmosphère y est très agréable.

Nous reviendrons sans problème :)"
2515,1587735,29/6/12,2077022,Alex," Стефани - хороший хозяин. Она без проблем и вовремя встретила нас. С ней можно связаться в любое время по телефону, если будут какие-либо трудности.
 Дом имеет удобное расположение, находится рядом с центральным парком, недалеко есть 2 станции метро.
В квартире есть все что нам было нужно - кухня, ванная, спальня, интернет. Летом в Нью-Йорке душно, спасал кондиционер. В целом - все понравилось, спасибо хозяевам. "
2515,1923033,8/8/12,2484431,Alba,"I recommend everyone to stay in Stephanie's house. If you have any doubt... Just send me a message! It was my best choice. Very clean, place to put your food in the kitchen, the family is awesome!
Subway very near. 
When you arrive to the house, Steph has for you information about supermarkets, transport, subway map, the wifi password... all!
"
2515,1972956,13/8/12,3057783,James,Lovely simple room and comfortable bed. Very clean. No view but excellent aircon! Great location for exploring manhattan and walks in central park. Stephanie was charming and very helpful. Excellent value for money.
2515,2213042,6/9/12,2382063,Mélanie,"Nous avons vraiment adoré notre séjour chez Stéphanie. Tres accueillante et qui a su prendre le temps de nous donner de nombreux questions. Toujours disponible.
Le logement est tres bien situé, au calme et avec toutes les commodités nécessaires. Si nous devions retourner à New York, ce serait inévitablement chez Stéphanie. Mélanie & Anthony"
2515,2230438,8/9/12,3150890,Bruno,"We had such an amazing experience staying over stephanie's place. We didn't have a specific time to arrive because we came from abroad, but she was very flexible with this. Arriving there, she was very kind by giving us a map from the subway and all the restaurants around and giving us tips about New York. She showed us the house and made us very comfortable staying there. 
We could use the kitchen, the fridge and the phone. We had wi-fi that worked normally (thank God!!!)
The room was perfectly clean and organized, with AC, TV, towels, clean sheets, fan, etc.  The bathroom was very clean too. 
Not to mention that there are two subway stations less than a block away, which makes everything so easy. We bought a 7-day pass and in 10 minutes from the place, we were downtown. 
In a nutshell, I don't have anything bad to say about the place at all. Actually, the opposite. I deeply recommend staying there and if I have to go to NYC again, that's the place I will stay. "
2515,2258554,10/9/12,3491796,Christina,"Stephanie and her husband are very friendly, open minded people. They have a lot of experience in hosting people, you can check in in no time and they have all the information about the room, apartment and also the neighbourhood ready, as well as a city map. They helped us a lot with useful tips!
The room is very comfortable and looks chic and nicely decorated. Stephanie provides towels and the bath room is tidy and quite clean.
They are very nice people and I would stay there again anytime."
2515,2824866,7/11/12,3538770,Juan Pablo,"Stephanie and her family were excellent hosts. They helped us a lot with their hints (were to go at nights and were to buy good food at low cost). They were very kind and  the apartment were we stayed at was great. It is close to the subway and buses, and only 2 blocks away from Central Park. It was a pleasure to stay there!. It's been really a pleasure to meet you. Thanks a lot."
2515,2991224,29/11/12,748848,Erismar,"I stayed with Stephanie and I felt like home!! Stephanie and her family are very nice and helpful... They answered all my questions... gave directions, maps, etc. The apartament is very cozy and the neighborhood is friendly. I really recommend stay with her!! 

Ficar na apartamento da Stephanie foi uma experiência a parte. Ela e sua família são muito legais.... me ajudaram com tudo que precisei. Até informações específicas sobre locais  ela conseguiu encontrar para mim. Eu recomendo 100% ficar no apartamento dela.... não irão se arrepender. Eu ficarei novamente lá da próxima vez que eu for a NYC."
2515,3094881,16/12/12,2941186,Manuel,An unforgettable trip to NYC. Fantastic city with crazy people an much to see.
2515,3455686,1/2/13,4818242,Ren,"I needed a home for the week while I was looking for an apartment and Stephanie's apartment was the perfect spot! Clean common areas, friendly family, and a very comfortable and spacious room! "
2515,3591580,19/2/13,2801814,Wen,It's a comfortable and cozy room. Stephanie is very nice and friendly. 
2515,3603301,22/2/13,1562913,Marina,"I was staying in this apartment only for 3 days. It's really good place to stay in NYC. The apartment is big enough and very comfortable. Only 3 min walking to subway and Central Park. The father of a family with a small lovely child took me so warm! He was really fan and glad to help me.
Room furnished pleasantly and has everything. Bathroom is shared but I have never encountered someone because they have another bathroom.
I did not use the kitchen but Abdul showed me where I can put my stuff. Because of the big size of apartment no one bothers to each other and I didn't hear any noise. 
I recommend this apartment for your travel!"
2515,5370427,26/6/13,6545626,Kevin,"My wife and I stayed at Stephanie for 3 nights. We haven't met our host as we were out most of the time. Our stay was fine. The location of the apartment is good as being very close to main metro station and front of Central Park and the neighborhood is quite. The room is of a correct size (we are in NYC) and was clean at our arrival; just to mention that the a/c is noisy and despite the a/c and the fan in the room, we felt somehow hot (during summer). The bathroom is fine but to share with another room."
2515,5613012,8/7/13,6837286,Arjun,"It was a decent location. People who want to visit n do touristy stuff, I suggest live closer to lower west side of manhattan. 

Although no complaints about the place or stephanie. The place is really close to blue and red line subways. You get your own set of house keys, so you can come in and go out anytime you want.

Very comfortable stay"
2515,6076486,29/7/13,6966607,Alejandro,"Great location on Central Park North, close to the subway, easy access, safe zone. Plenty of room. No regrets!"
2515,6164477,1/8/13,7689424,Jean-Claude,"Stephanie and her familly were very nice. We spent very good time with them. We will go back there, for sure, next time we will go to NYC !!"
2515,6285909,6/8/13,4367280,Kama,Stephanie and her family were wonderful. Great location and clean room. Excellent subway access and right near central park.
2515,8481910,2/11/13,8880667,Diego,"Everything was great. The room was big and clean. They were lovely people with us. We had a great week in NYC, and they were part of that. Thank you!"
2515,8765994,17/11/13,9002252,Jacques,"Séjour de rêve. Stéphanie toujours à l'écoute et à vous donner un conseil. Appartement très cocooning, idéalement situé pour rayonner sur Manhattan (pieds, métro ou bus). Un seul regret : 1 semaine c'est trop court. Nous reviendrons"
2515,9007590,1/12/13,10080284,Poonam,Our stay was very pleasant and good. It was close to the subway and places to eat. Stephanie kept it clean and neat. The only thing was that was an inconvenient was that the AC made a lot of noise the first night but worked perfectly fine the second. I would surely recommend this place to others.
2515,9806763,11/1/14,10202703,Chelsea,"We only stayed two night, but the room was very comfortable and beautiful! We got our own set of keys to the apartment, and it was within short walking distance to the metro. Stephanie is a very considerate and accommodating host!"
2515,9914138,19/1/14,10657508,Vladimir,"Really nice to stay there, thanks a lot. Comfortable place and good location."
2515,10007170,25/1/14,10572055,Bergoi,"Perfecto (*****). Era la primera vez que usábamos Airbnb. Stephanie es maravillosa, atenta y simpática. La habitación es comoda, silenciosa y muy ordenada. Buen comunicado en metro. Si  duda, yo le digo que volvería a este lugar.

Perfect (*****). It was the first time we used Airbnb. Stephanie is wonderful, helpful and friendly. The room is comfortable, quiet and very tidy. The house is well connected with the metro. I would definitely return to this place. "
2515,10131568,2/2/14,1494145,Celine,"Ma mère et moi avons séjourné 8 nuits chez Stéphanie et sa famille. 
C'est un grand et bel appartement fonctionnel et décoré avec goût. Tous les critères pour passer de bonnes vacances sont réunis : chambre et salle de bain spacieuses et équipées, ménage impeccable. À moins de 5 minutes à pieds des lignes de métro 2,3,A,B,C,D : un bonheur pour découvrir la grande pomme.
Je recommande fortement cette location quelque soit votre situation (seul, en couple, entre amis en famille).
Stéphanie et ses proches vous accueillent chaleureusement et vous donnent pleins de conseils avisés pour passer un excellent moment.
J'y retournerai :) 
Merci pour cette superbe semaine!"
2515,10334744,14/2/14,10692236,Andrew,"Stephanie and her family were amazing hosts. So accommodating and so pleasant. I felt so well taken care of while I was there. The apartment is lovely, and very very convenient to several subway stops. I would highly recommend Stephanie and her rooms to anyone looking for a comfortable, quiet, and inviting place to stay. "
2515,10387644,17/2/14,5566325,Ida,"We had a nice experience at Stephanie's place.
She was very welcoming and full of wise advices.
The appartment is really well located and is good value for money for Manhattan... A great place for your stay in NYC!
"
2515,10499321,22/2/14,11291905,Min,"Stephanie and her international family are really amazing hosts. we arrived at NY on a chilly morning and she offered us a hot drinks and whatever info we need for transpiration, etc. The room was cozy and well organized. we had great fun in NY. we love her kids, they are really cute, especially the youngest. it was a pretty convenient neighborhood. Steph also gave us some lists about the great places to eat and hangout nearby. but in NY, i think we better not go home late coz its not very safe out there at night. anyway, we enjoyed our stay and we love Steph's place and her family."
